School,Year,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
Jacksonville State,2013-2014,31,10,21,0.323,-11.97,-5.14,,4,12,,7,6,,2,14,,2014,2176,,63.7,110.2,0.468,0.277,0.571,52.4,51.9,9.1,9.9,0.531,16.5,33.5,0.334
James Madison,2013-2014,31,11,20,0.355,-7.65,-2.20,,6,10,,5,5,,4,12,,1961,2130,,64.7,105.7,0.444,0.390,0.533,51.0,51.8,8.6,7.6,0.491,15.6,31.8,0.309
Kansas NCAA,2013-2014,35,25,10,0.714,20.25,11.40,,14,4,,14,1,,5,6,,2764,2454,,68.6,101.5,0.455,0.315,0.515,44.5,51.3,9.6,8.0,0.471,14.2,28.8,0.309
Kansas City,2013-2014,30,10,20,0.333,-9.00,-1.93,,7,9,,5,9,,5,10,,2085,2295,,71.5,107.0,0.431,0.352,0.563,53.4,54.7,8.8,11.2,0.524,17.0,31.3,0.309
Kansas State NCAA,2013-2014,33,20,13,0.606,12.14,8.47,,10,8,,15,2,,2,7,,2280,2159,,65.6,98.6,0.454,0.312,0.501,49.3,52.6,9.7,10.3,0.453,16.2,33.2,0.311
Kennesaw State,2013-2014,31,6,25,0.194,-16.16,-4.05,,3,15,,4,11,,2,14,,2016,2304,,68.2,108.9,0.463,0.295,0.556,52.1,45.7,12.0,10.4,0.507,16.2,35.1,0.343
Kent State,2013-2014,32,16,16,0.500,-1.81,-1.94,,7,11,,11,7,,5,9,,2228,2188,,66.5,102.0,0.475,0.323,0.535,50.7,54.1,8.9,9.8,0.485,17.3,30.9,0.343
Kentucky NCAA,2013-2014,40,29,11,0.725,18.07,9.90,,12,6,,16,2,,5,5,,2992,2665,,65.9,100.1,0.368,0.303,0.499,43.4,44.6,8.7,7.7,0.460,13.8,29.5,0.254
La Salle,2013-2014,31,15,16,0.484,4.10,4.75,,7,9,,8,5,,4,8,,2100,2120,,65.2,103.2,0.321,0.274,0.519,50.0,55.3,8.9,13.3,0.481,15.1,32.5,0.234
Lafayette,2013-2014,31,11,20,0.355,-7.64,-3.38,,6,12,,6,7,,5,13,,2212,2315,,65.6,112.9,0.367,0.373,0.574,52.7,52.0,9.4,8.6,0.540,15.6,33.6,0.267
Lamar,2013-2014,30,4,26,0.133,-16.61,-6.04,,3,15,,2,11,,1,14,,2001,2318,,69.4,111.4,0.385,0.298,0.567,53.2,55.5,10.7,9.1,0.545,15.9,34.2,0.250
Lehigh,2013-2014,32,14,18,0.438,-6.52,-3.83,,7,11,,9,5,,4,11,,2121,2207,,65.5,103.6,0.311,0.332,0.514,52.4,60.9,8.8,10.7,0.481,14.3,32.6,0.217
Liberty,2013-2014,32,11,21,0.344,-10.26,-7.47,,5,11,,7,8,,2,12,,2250,2234,,65.4,106.7,0.363,0.386,0.538,45.2,50.6,9.9,9.7,0.499,13.8,29.0,0.262
Lipscomb,2013-2014,30,15,15,0.500,-8.20,-5.13,,10,8,,7,5,,8,10,,2276,2355,,71.0,109.6,0.478,0.400,0.577,53.1,52.8,8.7,10.8,0.541,17.3,31.3,0.335
Little Rock,2013-2014,32,15,17,0.469,-5.39,-1.09,,9,9,,7,6,,6,9,,2288,2371,,68.4,105.0,0.490,0.404,0.542,49.2,57.3,9.5,8.9,0.498,16.1,30.1,0.339
Long Beach State,2013-2014,32,15,17,0.469,1.44,2.71,,10,6,,9,4,,5,9,,2236,2255,,66.6,104.7,0.370,0.361,0.534,49.0,52.6,8.0,8.4,0.497,16.1,32.6,0.261
Long Island University,2013-2014,29,9,20,0.310,-13.66,-5.55,,4,12,,5,6,,4,11,,2080,2315,,68.5,116.0,0.309,0.357,0.570,51.6,58.4,9.9,10.8,0.546,13.3,33.9,0.215
Longwood,2013-2014,32,8,24,0.250,-20.31,-5.56,,3,13,,5,9,,3,12,,2235,2570,,69.7,115.2,0.430,0.387,0.584,54.5,60.7,8.5,10.9,0.544,16.0,35.7,0.320
Louisiana NCAA,2013-2014,35,23,12,0.657,2.91,-0.28,,11,7,,13,2,,6,9,,2835,2633,,71.2,103.4,0.436,0.302,0.537,47.7,45.4,8.3,12.6,0.497,16.5,31.6,0.302
Louisiana State,2013-2014,34,20,14,0.588,10.05,6.61,,9,9,,13,3,,4,9,,2540,2423,,70.2,100.5,0.387,0.295,0.509,48.2,46.7,9.7,9.1,0.467,15.4,31.6,0.271
Louisiana Tech,2013-2014,37,29,8,0.784,12.44,-1.20,,13,3,,14,1,,10,5,,2998,2460,,72.1,91.9,0.384,0.275,0.496,48.3,43.5,7.7,9.0,0.458,19.6,30.0,0.256
Louisiana-Monroe,2013-2014,27,10,17,0.370,-5.21,0.02,,7,11,,6,6,,4,10,,1738,1851,,64.9,103.8,0.371,0.358,0.519,50.0,52.6,10.8,10.6,0.488,14.2,30.8,0.244
Louisville NCAA,2013-2014,37,31,6,0.838,24.69,4.80,,15,3,,16,2,,9,2,,2998,2262,,69.0,88.6,0.384,0.300,0.482,47.9,49.2,6.6,7.1,0.439,21.4,32.7,0.261
Loyola (IL),2013-2014,32,10,22,0.313,-4.75,-1.14,,4,14,,8,6,,0,14,,2105,2199,,63.2,107.0,0.412,0.330,0.551,51.4,52.0,10.4,9.1,0.513,15.7,31.0,0.290
Loyola (MD),2013-2014,30,11,19,0.367,-10.58,-3.23,,6,12,,7,7,,4,12,,1957,2158,,65.5,108.5,0.407,0.312,0.563,53.8,57.0,8.1,9.7,0.522,17.7,36.2,0.299
Loyola Marymount,2013-2014,32,13,19,0.406,-0.49,4.03,,4,14,,6,6,,3,10,,2345,2468,,70.1,109.6,0.427,0.293,0.562,51.7,54.2,8.7,8.0,0.520,16.7,35.4,0.313
Maine,2013-2014,29,6,23,0.207,-17.58,-4.72,,4,12,,4,9,,1,12,,2091,2404,,74.2,111.3,0.387,0.320,0.557,54.8,53.9,9.9,9.4,0.526,15.2,35.2,0.265
Manhattan NCAA,2013-2014,33,25,8,0.758,6.04,-0.90,,15,5,,9,3,,12,4,,2540,2311,,70.3,97.4,0.528,0.278,0.511,49.3,52.8,8.7,12.3,0.454,18.5,33.3,0.370
Marist,2013-2014,31,12,19,0.387,-4.94,-1.27,,9,11,,9,4,,3,11,,2119,2233,,67.4,105.2,0.383,0.316,0.540,52.1,50.3,9.6,8.6,0.506,16.7,33.0,0.264
Marquette,2013-2014,32,17,15,0.531,10.08,6.61,,9,9,,12,4,,4,8,,2310,2199,,66.3,100.5,0.387,0.372,0.524,47.7,60.5,8.0,9.5,0.491,16.7,29.6,0.260
Marshall,2013-2014,33,11,22,0.333,-4.42,-1.32,,4,12,,8,8,,2,12,,2385,2375,,69.6,102.6,0.420,0.330,0.524,50.9,52.9,9.0,8.8,0.494,16.4,34.0,0.269
Maryland,2013-2014,32,17,15,0.531,11.33,8.08,,9,9,,12,4,,2,8,,2270,2166,,67.7,98.9,0.421,0.323,0.512,47.7,49.8,9.1,10.4,0.472,16.2,28.9,0.285
Maryland-Baltimore County,2013-2014,30,9,21,0.300,-14.21,-6.55,,5,11,,8,5,,1,16,,1968,2185,,68.4,103.9,0.575,0.357,0.562,52.0,57.4,10.7,9.2,0.512,19.2,31.5,0.405
Maryland-Eastern Shore,2013-2014,30,6,24,0.200,-17.03,-6.61,,4,12,,5,8,,1,15,,1996,2251,,66.9,112.1,0.430,0.328,0.572,52.1,57.9,8.4,8.4,0.535,16.5,34.6,0.307
Massachusetts NCAA,2013-2014,33,24,9,0.727,10.61,6.00,,10,6,,11,2,,7,4,,2502,2350,,71.7,98.9,0.372,0.269,0.503,48.1,55.3,8.6,12.6,0.466,16.0,31.7,0.251
Massachusetts-Lowell,2013-2014,28,10,18,0.357,-13.71,-4.53,,8,8,,6,6,,4,12,,1718,1938,,64.5,106.8,0.345,0.344,0.534,53.7,62.3,9.9,10.2,0.499,15.6,35.6,0.245
McNeese State,2013-2014,31,11,20,0.355,-13.15,-4.01,,9,9,,7,3,,3,14,,2111,2358,,69.0,109.4,0.366,0.350,0.544,51.8,57.2,9.9,9.1,0.507,15.5,35.7,0.263
Memphis NCAA,2013-2014,34,24,10,0.706,13.02,7.14,,12,6,,15,2,,5,5,,2614,2397,,70.6,99.2,0.336,0.288,0.509,48.5,51.0,11.1,9.3,0.482,17.2,33.4,0.217
Mercer NCAA,2013-2014,36,27,9,0.750,5.33,-3.42,,14,4,,17,1,,9,7,,2836,2410,,65.8,98.4,0.389,0.385,0.503,47.1,52.8,8.2,8.4,0.459,15.9,30.0,0.272
Miami (FL),2013-2014,33,17,16,0.515,7.60,5.63,,7,11,,8,8,,6,6,,2029,1964,,58.0,100.8,0.312,0.364,0.499,48.1,53.7,8.3,7.9,0.470,14.0,30.4,0.206
Miami (OH),2013-2014,31,13,18,0.419,-4.37,0.13,,8,10,,8,6,,5,11,,2023,2160,,66.8,103.5,0.325,0.409,0.562,52.2,61.1,9.1,11.0,0.538,19.1,29.6,0.221
Michigan NCAA,2013-2014,37,28,9,0.757,18.52,9.65,,15,3,,13,2,,7,4,,2736,2408,,62.5,103.4,0.267,0.311,0.525,49.9,48.3,7.8,8.4,0.494,14.8,30.1,0.195
Michigan State NCAA,2013-2014,38,29,9,0.763,19.35,9.38,,12,6,,12,4,,7,3,,2870,2491,,66.0,98.4,0.403,0.369,0.508,46.3,49.6,8.4,8.0,0.458,15.5,27.2,0.294
Middle Tennessee,2013-2014,33,24,9,0.727,4.77,-0.78,,13,3,,14,2,,8,5,,2339,2067,,66.0,94.2,0.442,0.311,0.504,46.5,46.1,9.5,7.5,0.461,18.9,28.9,0.298
Milwaukee NCAA,2013-2014,35,21,14,0.600,-1.53,-0.44,,7,9,,7,6,,10,6,,2465,2469,,67.9,102.8,0.355,0.330,0.531,51.2,47.8,10.0,11.6,0.488,16.1,30.8,0.265
Minnesota,2013-2014,38,25,13,0.658,11.75,8.34,,8,10,,18,3,,4,7,,2715,2574,,64.5,103.3,0.398,0.354,0.532,49.5,55.8,9.1,12.4,0.486,16.3,31.1,0.291
Mississippi,2013-2014,33,19,14,0.576,7.84,5.36,,9,9,,12,5,,4,8,,2482,2400,,69.4,103.6,0.433,0.374,0.525,51.6,60.3,7.7,11.1,0.484,16.8,35.6,0.299
Mississippi State,2013-2014,33,14,19,0.424,-0.86,2.75,,3,15,,11,7,,0,10,,2234,2353,,68.4,103.4,0.330,0.359,0.543,51.7,51.4,9.4,8.9,0.511,17.6,31.5,0.235
Mississippi Valley State,2013-2014,32,9,23,0.281,-21.08,-8.35,,5,13,,6,4,,1,17,,2293,2582,,73.9,109.2,0.486,0.258,0.577,52.1,41.9,9.7,9.8,0.545,17.1,31.1,0.330
Missouri,2013-2014,35,23,12,0.657,10.06,6.86,,9,9,,16,3,,3,7,,2553,2441,,65.8,104.9,0.377,0.384,0.515,46.5,52.2,8.7,10.0,0.478,13.5,30.7,0.258
Missouri State,2013-2014,33,20,13,0.606,0.81,1.22,,9,9,,14,3,,4,8,,2262,2251,,64.7,104.3,0.430,0.366,0.542,50.9,55.0,8.5,10.0,0.509,15.9,29.0,0.287
Monmouth,2013-2014,32,11,21,0.344,-6.96,-2.90,,5,15,,8,8,,3,12,,2208,2338,,69.6,103.8,0.486,0.413,0.552,49.4,52.2,9.1,13.7,0.513,18.5,30.9,0.334
Montana,2013-2014,30,17,13,0.567,-4.52,-5.23,,12,8,,11,3,,6,9,,2123,2070,,61.4,110.1,0.453,0.298,0.561,54.4,43.1,7.3,9.5,0.529,16.2,34.6,0.307
Montana State,2013-2014,31,14,17,0.452,-10.70,-5.83,,9,11,,9,5,,5,10,,2109,2165,,66.0,105.4,0.384,0.371,0.569,51.2,52.1,9.0,7.3,0.534,17.5,26.3,0.278
Morehead State,2013-2014,34,20,14,0.588,-1.88,-3.10,,10,6,,9,5,,9,7,,2603,2483,,70.8,101.3,0.512,0.337,0.553,44.2,55.5,9.7,13.0,0.506,18.7,27.2,0.362
Morgan State,2013-2014,31,15,16,0.484,-5.81,-5.03,,11,5,,7,4,,5,9,,2215,2239,,69.2,102.2,0.447,0.294,0.524,49.7,50.9,8.7,8.6,0.486,16.9,34.0,0.299
Mount St. Mary's NCAA,2013-2014,33,16,17,0.485,-6.32,-4.44,,9,7,,10,3,,6,13,,2504,2566,,70.0,110.2,0.345,0.239,0.569,53.4,45.3,8.2,8.3,0.535,16.3,33.0,0.253
Murray State,2013-2014,34,23,11,0.676,0.98,-3.58,,13,3,,17,1,,6,9,,2647,2446,,68.4,104.5,0.347,0.285,0.522,48.5,46.2,8.8,8.7,0.491,14.6,32.4,0.233
Navy,2013-2014,30,9,21,0.300,-11.95,-5.46,,4,14,,7,6,,2,15,,1820,1957,,62.9,102.4,0.429,0.374,0.547,50.7,56.3,10.0,9.2,0.505,18.2,29.1,0.307
NC State NCAA,2013-2014,36,22,14,0.611,9.02,7.44,,9,9,,13,6,,6,6,,2561,2504,,64.9,105.7,0.426,0.306,0.521,50.5,47.7,8.7,8.1,0.475,14.7,35.7,0.303
Nebraska NCAA,2013-2014,32,19,13,0.594,10.13,8.50,,11,7,,15,1,,3,8,,2137,2085,,65.4,99.7,0.448,0.356,0.518,51.4,50.9,8.0,9.0,0.476,16.5,29.0,0.306
Nevada,2013-2014,32,15,17,0.469,1.98,3.48,,10,8,,7,8,,8,6,,2316,2364,,65.1,110.0,0.405,0.367,0.547,50.4,56.4,7.3,8.7,0.500,13.6,31.7,0.303
Nevada-Las Vegas,2013-2014,33,20,13,0.606,8.55,2.76,,10,8,,12,7,,6,5,,2355,2164,,66.5,97.8,0.257,0.279,0.475,47.8,46.5,7.8,9.1,0.445,12.9,31.0,0.177
New Hampshire,2013-2014,30,6,24,0.200,-13.97,-5.90,,4,12,,3,11,,3,12,,1735,1945,,63.5,101.6,0.435,0.339,0.512,50.8,50.8,9.8,9.1,0.462,14.6,28.6,0.312
New Mexico NCAA,2013-2014,34,27,7,0.794,12.72,4.84,,15,3,,13,2,,8,2,,2516,2248,,65.6,99.4,0.313,0.350,0.490,46.2,50.0,8.5,7.9,0.450,12.9,28.2,0.227
New Mexico State NCAA,2013-2014,36,26,10,0.722,6.16,-2.58,,12,4,,14,1,,8,7,,2771,2415,,66.9,99.2,0.334,0.229,0.484,46.5,39.4,8.3,6.6,0.438,13.7,33.2,0.245
New Orleans,2013-2014,26,11,15,0.423,-15.03,-5.53,,8,10,,6,6,,5,9,,1858,1987,,72.6,105.3,0.419,0.295,0.552,48.3,57.2,12.2,11.1,0.517,17.8,31.5,0.291
Niagara,2013-2014,33,7,26,0.212,-8.16,-1.34,,3,17,,4,9,,1,14,,2484,2709,,73.8,111.2,0.506,0.317,0.584,52.4,54.7,8.0,10.1,0.547,17.5,34.5,0.355
Nicholls State,2013-2014,29,14,15,0.483,-13.13,-7.67,,10,8,,9,2,,4,12,,1986,2114,,66.8,108.2,0.600,0.287,0.566,52.1,48.7,8.8,8.7,0.515,16.8,31.0,0.425
NJIT,2013-2014,29,13,16,0.448,-12.52,-7.48,,,,,7,6,,6,10,,2109,2061,,68.8,102.4,0.442,0.397,0.532,50.9,57.8,9.0,12.4,0.490,16.8,31.2,0.308
Norfolk State,2013-2014,34,19,15,0.559,-7.82,-7.17,,11,5,,7,4,,7,8,,2428,2398,,66.0,106.1,0.438,0.383,0.538,47.5,52.5,8.9,9.0,0.494,15.9,33.0,0.312
North Carolina NCAA,2013-2014,34,24,10,0.706,15.24,8.42,,13,5,,15,3,,6,5,,2604,2372,,70.0,98.9,0.414,0.341,0.509,46.6,46.2,8.4,8.4,0.470,16.5,31.3,0.278
North Carolina A&T,2013-2014,32,9,23,0.281,-16.43,-7.40,,5,11,,7,5,,1,17,,2089,2342,,67.5,107.2,0.532,0.374,0.543,49.5,60.1,10.0,11.8,0.498,15.5,32.1,0.366
North Carolina Central NCAA,2013-2014,34,28,6,0.824,3.97,-8.03,,16,1,,14,0,,11,5,,2513,2023,,64.8,90.6,0.436,0.358,0.485,47.4,49.8,8.4,11.1,0.435,20.4,32.5,0.302
North Dakota,2013-2014,34,17,17,0.500,-6.84,-3.78,,12,8,,11,3,,4,11,,2526,2537,,68.8,108.4,0.477,0.266,0.582,51.8,45.4,7.6,8.1,0.538,18.6,32.1,0.353
North Dakota State NCAA,2013-2014,33,26,7,0.788,6.31,-0.02,,12,2,,12,1,,10,5,,2492,2164,,63.9,102.2,0.389,0.350,0.534,46.8,51.0,7.9,4.9,0.487,15.8,27.3,0.291
North Florida,2013-2014,32,16,16,0.500,-7.52,-3.32,,10,8,,9,5,,7,11,,2318,2377,,69.2,106.9,0.400,0.275,0.537,48.0,43.9,11.8,10.5,0.506,13.6,30.3,0.265
North Texas,2013-2014,32,16,16,0.500,-4.67,-1.53,,6,10,,9,7,,6,6,,2228,2313,,69.7,102.5,0.425,0.306,0.522,50.4,44.7,8.2,9.1,0.484,15.2,30.2,0.286
Northeastern,2013-2014,32,11,21,0.344,-3.11,-0.30,,7,9,,4,8,,4,9,,2109,2199,,64.8,104.9,0.334,0.305,0.537,48.7,47.1,10.2,12.3,0.508,14.9,29.7,0.228
Northern Arizona,2013-2014,32,15,17,0.469,-6.60,-4.37,,12,8,,9,4,,6,10,,2144,2189,,63.6,106.7,0.394,0.352,0.563,47.5,51.5,9.2,7.2,0.527,16.3,27.9,0.281
Northern Colorado,2013-2014,32,18,14,0.563,-4.33,-6.09,,11,9,,13,3,,4,11,,2364,2248,,64.1,108.3,0.411,0.335,0.569,48.2,51.5,7.4,8.5,0.529,16.5,30.2,0.301
Northern Illinois,2013-2014,32,15,17,0.469,-3.54,-1.28,,8,10,,10,7,,5,9,,1992,2012,,63.8,96.7,0.453,0.387,0.507,47.0,51.7,10.5,10.5,0.466,17.8,30.5,0.300
Northern Iowa,2013-2014,31,16,15,0.516,5.29,2.85,,10,8,,11,2,,3,10,,2256,2149,,65.6,104.9,0.373,0.362,0.545,50.6,46.4,8.9,9.2,0.508,15.1,27.5,0.267
Northern Kentucky,2013-2014,30,9,21,0.300,-10.53,-4.97,,5,13,,7,7,,2,12,,2044,2211,,64.3,113.2,0.488,0.338,0.572,52.3,46.5,8.8,12.3,0.533,14.5,32.2,0.342
Northwestern,2013-2014,33,14,19,0.424,4.72,8.57,,6,12,,8,9,,5,7,,1964,2091,,62.6,100.5,0.381,0.303,0.495,53.3,55.8,9.7,13.9,0.459,13.9,30.6,0.252
Northwestern State,2013-2014,31,17,14,0.548,-3.59,-4.66,,12,6,,10,3,,6,10,,2686,2599,,77.6,106.3,0.412,0.326,0.543,51.5,55.0,8.5,7.4,0.510,17.4,36.5,0.277
Notre Dame,2013-2014,32,15,17,0.469,8.19,6.78,,6,12,,13,6,,1,9,,2303,2258,,64.0,108.1,0.321,0.328,0.550,49.1,57.0,9.1,9.5,0.514,14.6,30.1,0.241
Oakland,2013-2014,33,13,20,0.394,-2.23,2.78,,7,9,,10,5,,3,11,,2455,2554,,68.8,111.2,0.424,0.403,0.595,53.8,61.5,8.0,10.1,0.563,17.5,30.2,0.304
Ohio,2013-2014,37,25,12,0.676,2.70,-1.17,,11,7,,14,7,,10,4,,2647,2480,,65.4,100.7,0.415,0.310,0.520,50.0,49.8,9.8,7.4,0.462,15.7,30.9,0.294
Ohio State NCAA,2013-2014,35,25,10,0.714,17.84,8.12,,10,8,,17,3,,5,5,,2432,2092,,65.0,91.2,0.298,0.316,0.489,49.8,43.8,6.3,8.3,0.452,19.0,29.6,0.212
Oklahoma NCAA,2013-2014,33,23,10,0.697,14.91,8.97,,12,6,,14,3,,5,4,,2704,2508,,71.7,104.8,0.385,0.349,0.536,49.1,47.7,8.1,8.7,0.497,15.4,30.4,0.275
Oklahoma State NCAA,2013-2014,34,21,13,0.618,19.02,8.34,,8,10,,13,3,,3,7,,2728,2365,,69.6,97.8,0.410,0.330,0.506,51.2,46.6,8.6,9.6,0.463,17.1,32.0,0.282
Old Dominion,2013-2014,36,18,18,0.500,-1.12,-0.81,,9,7,,12,6,,5,9,,2311,2322,,64.2,99.8,0.446,0.323,0.518,48.5,48.6,9.8,10.6,0.478,17.0,30.5,0.300
Omaha,2013-2014,32,17,15,0.531,-1.19,-2.78,,5,9,,11,4,,6,11,,2558,2404,,73.7,101.2,0.358,0.298,0.545,51.2,50.3,9.0,9.3,0.508,18.8,31.3,0.259
Oral Roberts,2013-2014,33,17,16,0.515,-2.94,-4.43,,10,8,,9,4,,5,11,,2357,2287,,65.5,105.1,0.425,0.284,0.526,47.9,47.8,8.7,7.7,0.484,14.1,30.3,0.296
Oregon NCAA,2013-2014,34,24,10,0.706,15.75,8.05,,10,8,,15,3,,5,5,,2783,2521,,69.9,104.1,0.478,0.320,0.539,49.3,50.4,6.9,9.5,0.491,16.4,31.9,0.339
Oregon State,2013-2014,32,16,16,0.500,6.03,5.87,,8,10,,12,5,,3,9,,2425,2420,,68.3,109.4,0.368,0.308,0.540,49.3,55.4,9.2,8.6,0.506,13.0,32.2,0.257
Pacific,2013-2014,34,18,16,0.529,1.74,3.25,,6,12,,10,5,,5,9,,2484,2523,,67.3,109.9,0.519,0.380,0.572,47.9,58.9,8.9,10.1,0.530,15.3,27.4,0.368
Penn State,2013-2014,34,16,18,0.471,7.68,7.06,,6,12,,10,8,,4,8,,2409,2388,,66.4,104.6,0.479,0.359,0.528,49.5,53.6,7.9,12.0,0.477,14.2,29.3,0.341
Pennsylvania,2013-2014,28,8,20,0.286,-6.59,-0.01,,5,9,,6,8,,2,12,,1911,2095,,70.1,106.3,0.495,0.347,0.537,52.1,55.5,10.6,10.5,0.489,15.5,34.5,0.347
Pepperdine,2013-2014,31,15,16,0.484,0.80,2.60,,8,10,,8,6,,6,7,,2206,2247,,66.8,108.1,0.376,0.327,0.532,49.8,56.2,10.2,10.2,0.499,13.1,32.0,0.255
Pittsburgh NCAA,2013-2014,36,26,10,0.722,17.46,7.54,,11,7,,13,5,,7,2,,2586,2229,,62.5,97.4,0.364,0.335,0.508,45.5,52.7,7.5,10.1,0.467,16.7,29.1,0.257
Portland,2013-2014,31,15,16,0.484,4.77,1.73,,7,11,,10,6,,3,9,,2327,2233,,67.2,104.6,0.437,0.324,0.531,48.4,52.1,10.3,7.6,0.489,14.4,29.6,0.305
Portland State,2013-2014,32,17,15,0.531,-7.59,-5.59,,11,9,,12,5,,4,9,,2320,2311,,65.7,107.5,0.397,0.290,0.561,52.5,55.0,7.8,8.8,0.524,17.1,32.4,0.286
Prairie View,2013-2014,34,11,23,0.324,-16.72,-7.99,,6,12,,6,6,,2,16,,2362,2623,,68.4,109.3,0.502,0.313,0.556,53.2,53.7,9.7,10.8,0.518,16.6,36.5,0.341
Presbyterian,2013-2014,32,6,26,0.188,-20.71,-7.51,,2,14,,5,8,,1,15,,2092,2445,,66.7,114.6,0.279,0.352,0.559,54.7,49.6,10.2,7.8,0.535,12.9,33.6,0.195
Princeton,2013-2014,30,21,9,0.700,3.01,-2.40,,8,6,,11,2,,9,6,,2118,1931,,64.6,98.1,0.364,0.292,0.520,49.9,46.1,9.3,11.2,0.476,16.6,25.4,0.267
Providence NCAA,2013-2014,35,23,12,0.657,11.37,7.85,,10,8,,13,3,,5,6,,2566,2443,,64.9,103.9,0.338,0.285,0.522,47.6,47.3,8.5,8.3,0.489,14.1,30.7,0.233
Purdue,2013-2014,32,15,17,0.469,8.21,7.62,,5,13,,12,5,,2,8,,2312,2293,,67.8,103.2,0.419,0.338,0.519,47.6,53.0,9.7,12.3,0.474,14.4,30.6,0.298
Purdue Fort Wayne,2013-2014,36,25,11,0.694,-0.20,-3.87,,10,4,,13,2,,8,8,,2774,2555,,66.3,106.7,0.319,0.320,0.568,47.2,47.5,8.4,8.2,0.520,16.0,28.3,0.229
Quinnipiac,2013-2014,32,20,12,0.625,-0.13,-2.41,,14,6,,10,3,,8,8,,2521,2448,,70.9,107.1,0.362,0.282,0.518,42.6,46.0,8.3,10.1,0.480,10.4,27.5,0.255
Radford,2013-2014,35,22,13,0.629,-7.90,-8.31,,10,6,,10,4,,9,8,,2729,2600,,68.7,107.7,0.382,0.289,0.552,49.5,44.9,7.9,7.2,0.519,15.8,31.6,0.267
Rhode Island,2013-2014,32,14,18,0.438,2.87,3.26,,5,11,,10,6,,3,11,,2169,2178,,67.4,100.6,0.429,0.281,0.510,48.5,44.1,10.6,11.1,0.470,14.9,30.5,0.288
Rice,2013-2014,30,7,23,0.233,-9.43,-0.43,,2,14,,5,9,,1,11,,1853,2083,,64.9,104.8,0.455,0.335,0.532,53.8,54.8,10.7,10.6,0.487,14.6,29.7,0.320
Richmond,2013-2014,33,19,14,0.576,5.70,4.30,,8,8,,12,4,,5,8,,2196,2150,,64.7,99.2,0.404,0.310,0.504,54.2,46.3,8.2,10.3,0.459,16.9,34.3,0.283
Rider,2013-2014,31,14,17,0.452,-4.34,-1.69,,9,11,,6,7,,6,8,,2292,2374,,68.2,110.6,0.438,0.358,0.576,50.5,54.7,9.2,10.3,0.539,16.7,31.5,0.315
Robert Morris,2013-2014,36,22,14,0.611,-3.52,-3.79,,14,2,,12,3,,10,11,,2593,2583,,66.9,106.9,0.384,0.390,0.552,50.7,58.3,8.0,11.1,0.518,16.5,31.6,0.270
Rutgers,2013-2014,33,12,21,0.364,-0.29,5.80,,5,13,,10,10,,1,10,,2347,2515,,69.4,109.9,0.446,0.344,0.555,50.4,54.5,9.5,8.7,0.511,15.0,32.6,0.325
Sacramento State,2013-2014,30,14,16,0.467,-8.04,-5.54,,10,10,,11,3,,3,12,,2070,2079,,63.7,107.8,0.491,0.326,0.557,50.0,57.0,8.2,7.2,0.517,15.8,30.3,0.340
Sacred Heart,2013-2014,31,5,26,0.161,-12.93,-5.97,,2,14,,1,10,,4,13,,2162,2378,,68.5,110.7,0.442,0.365,0.567,51.4,52.3,9.0,11.0,0.523,15.9,33.0,0.328
Saint Francis (PA),2013-2014,31,10,21,0.323,-13.20,-5.65,,7,9,,5,8,,5,13,,1916,2150,,63.2,109.8,0.301,0.301,0.558,54.3,42.8,8.2,11.7,0.524,15.1,32.2,0.227
Saint Joseph's NCAA,2013-2014,34,24,10,0.706,9.05,5.08,,11,5,,11,4,,8,4,,2433,2298,,66.0,102.1,0.306,0.344,0.510,48.0,55.6,10.0,7.2,0.478,13.3,27.6,0.212
Saint Louis NCAA,2013-2014,34,27,7,0.794,11.63,4.24,,13,3,,14,3,,11,1,,2374,2105,,67.4,90.8,0.355,0.257,0.480,49.0,46.9,10.5,12.0,0.440,18.1,28.5,0.243
Saint Mary's (CA),2013-2014,35,23,12,0.657,9.35,4.29,,11,7,,16,3,,6,6,,2502,2292,,63.5,102.7,0.407,0.265,0.534,46.8,46.3,9.3,10.2,0.493,16.0,29.6,0.290
Saint Peter's,2013-2014,31,14,17,0.452,-5.88,-3.27,,9,11,,8,5,,5,11,,1961,2042,,63.7,102.6,0.408,0.341,0.518,50.4,51.0,8.8,9.1,0.476,15.4,31.6,0.285
Sam Houston,2013-2014,35,24,11,0.686,-4.45,-7.60,,13,5,,12,2,,7,7,,2647,2431,,67.1,102.1,0.484,0.301,0.540,48.6,60.9,8.9,8.7,0.491,18.0,31.4,0.345
Samford,2013-2014,33,13,20,0.394,-14.91,-7.41,,6,10,,10,4,,2,15,,2327,2521,,67.9,112.1,0.465,0.329,0.559,52.2,54.5,9.0,10.2,0.524,14.6,33.6,0.317
San Diego,2013-2014,35,18,17,0.514,2.16,1.97,,7,11,,10,7,,6,8,,2362,2283,,63.8,102.2,0.367,0.335,0.521,49.6,51.8,9.2,8.2,0.484,15.4,30.4,0.257
San Diego State NCAA,2013-2014,36,31,5,0.861,14.95,4.86,,16,2,,15,1,,9,2,,2530,2052,,63.9,88.5,0.319,0.317,0.468,46.4,48.6,6.6,10.1,0.431,18.3,29.3,0.215
