School,Year,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
Seton Hall,2010-2011,31,13,18,0.419,11.03,9.33,,7,11,,8,7,,4,7,,2092,2039,,68.5,97.7,0.313,0.332,0.495,48.7,55.6,10.6,9.0,0.464,15.3,30.1,0.211
Siena,2010-2011,31,13,18,0.419,-3.83,-1.71,,8,10,,8,7,,4,10,,2103,2169,,68.2,98.3,0.335,0.260,0.493,52.1,49.6,9.6,9.5,0.457,17.2,37.1,0.228
South Alabama,2010-2011,28,12,16,0.429,-9.80,-4.34,,6,10,,8,6,,4,9,,1969,2041,,69.1,100.8,0.412,0.294,0.509,50.1,49.9,10.0,12.3,0.472,17.0,35.7,0.274
South Carolina,2010-2011,30,14,16,0.467,4.17,5.60,,5,11,,11,6,,3,9,,2027,2070,,68.1,97.5,0.272,0.353,0.478,50.1,44.1,10.0,15.8,0.450,15.9,36.7,0.180
South Carolina State,2010-2011,32,10,22,0.313,-16.71,-8.57,,5,11,,8,6,,1,13,,2119,2276,,68.1,96.5,0.344,0.314,0.511,50.9,50.4,8.8,10.3,0.479,20.6,36.1,0.232
South Carolina Upstate,2010-2011,30,5,25,0.167,-12.44,-0.94,,4,16,,3,8,,2,14,,1746,2091,,64.6,89.0,0.280,0.438,0.459,47.8,54.6,8.9,10.2,0.436,18.8,32.7,0.168
South Dakota,2010-2011,33,18,15,0.545,-9.72,-10.48,,7,5,,13,2,,3,11,,2632,2507,,73.4,107.0,0.365,0.350,0.544,49.7,51.9,9.0,6.3,0.516,14.7,29.6,0.243
South Dakota State,2010-2011,31,19,12,0.613,3.10,-4.04,,10,8,,10,5,,8,6,,2533,2285,,69.3,118.0,0.353,0.353,0.570,50.4,53.3,8.8,6.4,0.538,12.2,33.6,0.257
South Florida,2010-2011,33,10,23,0.303,4.28,8.89,,3,15,,7,9,,1,12,,2044,2196,,62.8,97.1,0.381,0.306,0.506,52.0,57.2,7.7,9.6,0.462,19.7,36.6,0.271
Southeast Missouri State,2010-2011,32,10,22,0.313,-12.27,-5.40,,6,12,,5,8,,4,13,,2117,2281,,67.5,97.2,0.473,0.285,0.515,49.8,53.2,6.7,9.4,0.484,18.4,31.0,0.293
Southeastern Louisiana,2010-2011,29,15,14,0.517,-8.93,-5.40,,9,7,,9,2,,5,10,,2031,2003,,67.4,103.5,0.378,0.327,0.533,49.4,58.9,9.2,9.9,0.493,17.0,32.6,0.273
Southern,2010-2011,30,4,26,0.133,-25.62,-9.47,,3,15,,3,11,,1,13,,1701,2162,,67.4,83.4,0.344,0.324,0.458,44.9,57.4,8.1,8.5,0.430,21.1,28.6,0.205
Southern California NCAA,2010-2011,34,19,15,0.559,11.52,7.97,,10,8,,12,4,,5,8,,2252,2131,,64.3,102.6,0.354,0.315,0.526,50.7,49.4,9.1,8.4,0.499,15.4,29.9,0.230
Southern Illinois,2010-2011,32,13,19,0.406,-2.46,1.48,,5,13,,8,8,,3,9,,1953,2079,,63.7,95.0,0.384,0.271,0.510,51.0,52.8,8.7,7.1,0.471,19.2,30.4,0.266
SIU Edwardsville,2010-2011,29,8,21,0.276,-22.39,-3.67,,,,,6,8,,0,13,,1879,2248,,70.2,90.8,0.326,0.372,0.514,44.4,57.8,8.1,6.6,0.484,21.1,24.6,0.218
Southern Methodist,2010-2011,35,20,15,0.571,1.04,-0.39,,8,8,,15,7,,5,7,,2262,2147,,61.2,104.5,0.337,0.430,0.597,47.3,61.9,10.0,9.1,0.567,20.5,24.2,0.250
Southern Mississippi,2010-2011,32,22,10,0.688,8.41,1.90,,9,7,,13,2,,6,6,,2371,2093,,66.1,111.7,0.413,0.257,0.544,55.3,46.1,8.4,10.5,0.500,14.8,39.7,0.301
Southern Utah,2010-2011,30,11,19,0.367,-7.80,-3.44,,7,11,,6,8,,4,8,,2077,2192,,68.2,101.5,0.455,0.181,0.543,52.1,57.5,7.9,12.5,0.499,20.0,36.4,0.323
St. Bonaventure,2010-2011,31,16,15,0.516,1.31,1.73,,8,8,,10,5,,6,9,,2156,2169,,64.9,102.9,0.438,0.295,0.547,52.1,53.5,7.4,8.7,0.508,18.9,33.7,0.306
St. Francis (NY),2010-2011,30,15,15,0.500,-5.45,-5.85,,10,8,,10,3,,5,10,,2002,1990,,67.7,98.6,0.401,0.399,0.499,47.0,51.9,11.5,6.5,0.461,16.6,32.2,0.265
St. John's (NY) NCAA,2010-2011,33,21,12,0.636,13.10,10.01,,12,6,,13,3,,5,7,,2313,2211,,66.5,105.1,0.442,0.241,0.539,49.5,51.7,12.1,9.2,0.495,16.0,32.5,0.314
Stanford,2010-2011,31,15,16,0.484,6.40,5.17,,7,11,,11,5,,3,8,,2058,2020,,65.9,100.4,0.377,0.332,0.521,51.2,49.9,7.3,9.7,0.490,17.4,32.7,0.248
Stephen F. Austin,2010-2011,29,18,11,0.621,-3.29,-7.73,,9,7,,13,3,,5,7,,1926,1643,,63.2,104.1,0.368,0.234,0.534,55.8,60.3,10.8,4.1,0.494,18.3,38.7,0.266
Stetson,2010-2011,31,8,23,0.258,-10.73,-2.86,,6,14,,5,8,,3,12,,1986,2228,,66.5,94.8,0.413,0.336,0.506,48.7,42.1,11.2,8.8,0.477,20.3,34.2,0.256
Stony Brook,2010-2011,32,15,17,0.469,-6.85,-6.20,,8,8,,7,7,,6,10,,1951,1934,,62.9,94.7,0.318,0.360,0.477,49.8,44.9,8.3,8.5,0.444,16.2,31.2,0.209
Syracuse NCAA,2010-2011,35,27,8,0.771,18.85,8.79,,12,6,,16,3,,6,3,,2568,2216,,66.0,110.3,0.360,0.317,0.553,52.5,60.5,13.1,18.9,0.528,15.7,36.7,0.239
TCU,2010-2011,33,11,22,0.333,0.96,3.93,,1,15,,8,8,,1,11,,2220,2318,,67.8,98.9,0.287,0.325,0.519,48.8,57.7,9.3,6.3,0.493,16.3,27.3,0.193
Temple NCAA,2010-2011,34,26,8,0.765,12.35,4.23,,14,2,,14,0,,7,4,,2400,2124,,65.5,106.6,0.338,0.300,0.532,51.8,58.9,10.3,11.3,0.500,14.0,32.1,0.236
Tennessee NCAA,2010-2011,34,19,15,0.559,11.08,8.73,,8,8,,10,8,,5,4,,2376,2296,,67.1,103.4,0.397,0.300,0.515,52.6,52.9,10.9,10.6,0.476,16.4,37.8,0.272
Tennessee State,2010-2011,30,14,16,0.467,-7.12,-4.73,,10,8,,11,2,,3,13,,2044,2040,,66.0,102.0,0.394,0.369,0.542,49.7,55.2,9.8,9.4,0.494,19.3,33.9,0.300
Tennessee Tech,2010-2011,33,20,13,0.606,-5.64,-5.77,,12,6,,10,5,,7,7,,2462,2307,,71.5,103.1,0.429,0.235,0.549,53.5,51.9,11.7,5.9,0.519,19.3,35.2,0.284
Tennessee-Martin,2010-2011,33,12,21,0.364,-12.77,-5.00,,6,12,,7,7,,4,13,,2264,2454,,69.8,97.2,0.389,0.302,0.520,47.6,46.6,9.5,6.4,0.472,18.8,30.8,0.288
Texas NCAA,2010-2011,36,28,8,0.778,20.82,7.96,,13,3,,16,2,,7,3,,2701,2238,,67.8,109.9,0.431,0.255,0.534,54.3,50.8,8.4,11.7,0.502,14.4,38.2,0.282
Texas A&M NCAA,2010-2011,33,24,9,0.727,12.62,5.94,,10,6,,15,2,,5,4,,2254,2009,,63.1,106.6,0.465,0.311,0.537,54.7,58.6,10.2,4.5,0.494,16.9,38.2,0.324
Texas A&M-Corpus Christi,2010-2011,31,10,21,0.323,-12.31,-2.09,,5,11,,6,7,,2,12,,1943,2194,,66.4,93.6,0.422,0.308,0.511,50.8,51.2,9.6,9.3,0.478,22.1,34.7,0.272
Texas Southern,2010-2011,32,19,13,0.594,-10.14,-9.02,,16,2,,9,1,,8,11,,2056,2092,,67.7,93.8,0.477,0.379,0.517,49.3,56.7,11.8,10.0,0.483,20.9,30.6,0.301
Texas State,2010-2011,32,16,16,0.500,-7.65,-5.89,,10,6,,11,3,,3,9,,2506,2510,,76.0,102.3,0.454,0.300,0.534,49.9,50.8,10.1,8.1,0.497,17.2,32.6,0.305
Texas Tech,2010-2011,32,13,19,0.406,4.02,6.18,,5,11,,11,7,,2,9,,2342,2411,,70.4,103.2,0.381,0.265,0.535,48.5,51.7,8.4,10.1,0.493,16.8,32.4,0.278
Texas-Rio Grande Valley,2010-2011,31,6,25,0.194,-16.55,-6.41,,2,10,,5,9,,0,14,,2114,2357,,69.0,98.4,0.433,0.386,0.535,47.7,54.7,8.3,4.9,0.498,19.4,29.0,0.294
The Citadel,2010-2011,32,10,22,0.313,-9.84,-2.84,,6,12,,6,8,,3,12,,2049,2237,,64.4,99.1,0.308,0.278,0.508,52.0,53.5,7.3,4.1,0.472,16.8,33.0,0.221
Toledo,2010-2011,32,4,28,0.125,-14.75,-0.88,,1,15,,4,12,,0,16,,1853,2247,,64.1,89.6,0.423,0.341,0.496,47.2,61.7,8.4,4.6,0.462,21.4,28.8,0.265
Towson,2010-2011,30,4,26,0.133,-8.06,-0.52,,0,18,,2,12,,2,13,,2053,2279,,65.5,103.7,0.376,0.308,0.533,47.2,47.8,8.8,7.5,0.493,15.8,30.3,0.272
Troy,2010-2011,29,8,21,0.276,-9.48,-2.05,,6,10,,5,6,,2,13,,2076,2243,,71.0,98.3,0.298,0.414,0.506,48.9,53.9,9.1,9.9,0.479,16.8,30.8,0.198
Tulane,2010-2011,30,13,17,0.433,-0.28,-0.68,,3,13,,9,6,,4,10,,2057,1975,,65.4,104.4,0.363,0.384,0.533,48.9,56.9,10.6,8.1,0.500,16.0,31.2,0.250
Tulsa,2010-2011,32,19,13,0.594,6.06,3.25,,11,5,,12,3,,4,7,,2255,2165,,66.3,104.7,0.444,0.357,0.542,54.0,48.5,6.6,9.9,0.501,17.5,34.1,0.312
UAB NCAA,2010-2011,31,22,9,0.710,8.55,2.78,,12,4,,13,2,,8,5,,2119,1940,,63.1,105.7,0.297,0.405,0.538,51.7,55.6,8.2,8.2,0.508,16.4,33.4,0.213
UC Davis,2010-2011,30,10,20,0.333,-5.69,-1.90,,4,12,,7,7,,3,11,,2136,2194,,68.1,102.4,0.345,0.393,0.567,45.9,60.5,9.4,6.3,0.534,18.3,23.7,0.251
UC Irvine,2010-2011,32,13,19,0.406,-3.78,-2.36,,6,10,,9,6,,4,12,,2411,2419,,72.0,102.2,0.414,0.357,0.532,47.8,48.9,9.0,4.9,0.485,15.4,25.9,0.304
UC Riverside,2010-2011,31,12,19,0.387,-8.26,-1.40,,6,10,,7,5,,4,11,,2044,2164,,66.6,97.8,0.328,0.264,0.503,50.3,50.2,8.8,12.0,0.470,17.5,33.2,0.224
UC Santa Barbara NCAA,2010-2011,32,18,14,0.563,1.22,0.12,,8,8,,9,4,,5,8,,2170,2105,,65.2,102.9,0.373,0.373,0.563,49.6,61.6,11.0,12.2,0.523,19.1,28.4,0.281
UCF,2010-2011,33,21,12,0.636,6.25,1.97,,6,10,,15,4,,4,7,,2271,2080,,65.3,105.4,0.464,0.344,0.550,51.7,52.8,9.3,14.7,0.512,18.0,34.1,0.321
UCLA NCAA,2010-2011,34,23,11,0.676,11.70,7.93,,13,5,,16,2,,5,5,,2382,2254,,66.8,103.8,0.443,0.290,0.539,53.1,59.4,8.1,13.6,0.502,18.5,36.0,0.301
UNC Asheville NCAA,2010-2011,34,20,14,0.588,-0.69,-2.89,,11,7,,10,5,,8,8,,2506,2333,,70.1,102.9,0.415,0.264,0.537,49.3,55.8,12.7,11.9,0.495,17.8,33.2,0.295
UNC Greensboro,2010-2011,31,7,24,0.226,-9.95,-0.37,,6,12,,3,12,,3,11,,2204,2501,,71.4,98.4,0.365,0.287,0.516,48.2,45.3,9.1,6.6,0.480,18.2,32.3,0.252
UNC Wilmington,2010-2011,31,13,18,0.419,-3.41,-0.44,,7,11,,9,6,,3,11,,1975,2067,,61.7,101.3,0.287,0.364,0.528,48.6,49.0,8.7,9.4,0.501,18.5,33.6,0.198
UT Arlington,2010-2011,29,13,16,0.448,-7.59,-5.47,,7,9,,9,4,,4,12,,2055,1993,,70.6,99.1,0.368,0.376,0.541,50.3,50.8,9.6,7.9,0.506,21.2,32.9,0.259
Utah,2010-2011,31,13,18,0.419,2.46,6.56,,6,10,,9,6,,4,9,,2078,2177,,68.2,98.3,0.358,0.317,0.515,49.5,40.6,6.7,12.2,0.478,17.4,29.4,0.249
Utah State NCAA,2010-2011,34,30,4,0.882,13.23,0.50,,15,1,,17,0,,11,3,,2449,1995,,64.1,111.6,0.427,0.314,0.569,55.7,59.5,7.4,9.2,0.527,15.7,34.5,0.315
Utah Valley,2010-2011,30,19,11,0.633,-7.78,-9.97,,11,1,,13,3,,6,8,,2276,2054,,69.4,107.1,0.464,0.325,0.554,54.3,55.9,7.1,8.0,0.501,16.8,33.0,0.351
UTEP,2010-2011,35,25,10,0.714,8.83,2.47,,11,5,,17,2,,5,6,,2470,2225,,67.6,103.3,0.408,0.290,0.549,48.3,61.3,9.9,10.7,0.518,16.3,25.0,0.273
UTSA NCAA,2010-2011,34,20,14,0.588,-5.80,-4.93,,9,7,,11,3,,5,10,,2384,2363,,68.8,102.0,0.414,0.356,0.532,48.9,53.6,10.3,6.5,0.491,17.1,30.4,0.292
Valparaiso,2010-2011,35,23,12,0.657,4.24,1.69,,12,6,,13,4,,6,8,,2564,2379,,67.5,106.6,0.337,0.342,0.552,50.7,58.3,11.3,7.4,0.529,17.2,33.4,0.224
Vanderbilt NCAA,2010-2011,34,23,11,0.676,15.10,6.86,,9,7,,14,3,,5,5,,2581,2301,,67.6,111.1,0.452,0.382,0.573,51.7,53.5,7.5,11.5,0.529,16.4,32.9,0.336
Vermont,2010-2011,32,23,9,0.719,0.14,-5.33,,13,3,,12,2,,10,5,,2147,1972,,64.7,103.0,0.372,0.247,0.524,54.7,50.7,7.7,8.5,0.491,17.3,37.3,0.252
Villanova NCAA,2010-2011,33,21,12,0.636,15.05,8.23,,9,9,,13,4,,7,5,,2384,2159,,65.7,109.6,0.423,0.332,0.546,53.2,56.5,9.6,10.7,0.495,15.2,35.8,0.320
Virginia,2010-2011,31,16,15,0.516,6.01,6.55,,7,9,,11,6,,4,6,,1918,1935,,61.7,99.5,0.320,0.362,0.517,48.2,53.0,9.3,8.9,0.485,15.4,26.2,0.221
Virginia Commonwealth NCAA,2010-2011,40,28,12,0.700,8.56,3.78,,12,6,,11,3,,8,6,,2864,2673,,65.3,108.3,0.370,0.412,0.547,47.0,60.2,12.4,9.1,0.511,14.7,30.9,0.264
VMI,2010-2011,31,18,13,0.581,-4.23,-5.45,,10,8,,11,5,,7,7,,2726,2545,,78.5,111.5,0.342,0.470,0.563,47.2,49.4,11.0,9.5,0.533,14.5,30.6,0.243
Virginia Tech,2010-2011,34,22,12,0.647,13.84,6.29,,9,7,,12,4,,4,6,,2390,2133,,65.6,106.0,0.407,0.310,0.543,51.3,51.0,9.9,10.5,0.503,16.0,32.6,0.289
Wagner,2010-2011,30,13,17,0.433,-6.54,-3.67,,9,9,,8,5,,5,12,,2029,2115,,67.7,98.2,0.412,0.343,0.550,45.3,62.3,8.6,10.8,0.498,19.9,25.1,0.318
Wake Forest,2010-2011,32,8,24,0.250,-4.43,5.51,,1,15,,7,12,,0,10,,2151,2469,,70.7,95.1,0.384,0.296,0.524,46.2,49.3,7.5,12.6,0.476,19.4,26.3,0.286
Washington NCAA,2010-2011,35,24,11,0.686,20.12,7.74,,11,7,,14,2,,5,6,,2907,2474,,72.0,114.5,0.315,0.363,0.559,52.9,55.9,9.2,12.3,0.537,14.1,37.7,0.212
Washington State,2010-2011,35,22,13,0.629,12.27,6.81,,9,9,,14,4,,5,6,,2550,2359,,68.5,104.9,0.360,0.344,0.549,48.6,51.7,9.8,11.0,0.516,16.1,28.3,0.255
Weber State,2010-2011,32,18,14,0.563,-1.64,-1.74,,11,5,,11,2,,6,10,,2243,2144,,65.9,106.0,0.353,0.367,0.563,50.7,52.3,8.4,8.2,0.524,17.0,27.4,0.267
West Virginia NCAA,2010-2011,33,21,12,0.636,16.15,11.03,,11,7,,12,2,,4,6,,2303,2134,,64.0,109.0,0.409,0.335,0.528,52.4,62.7,7.3,11.0,0.485,15.4,40.2,0.291
Western Carolina,2010-2011,33,18,15,0.545,-3.54,-2.86,,12,6,,11,1,,6,11,,2303,2275,,69.5,100.1,0.308,0.287,0.505,50.3,50.4,13.0,8.4,0.478,16.6,34.0,0.200
Western Illinois,2010-2011,30,7,23,0.233,-15.14,-4.43,,2,16,,5,9,,1,13,,1719,1945,,63.0,90.9,0.388,0.318,0.504,46.4,52.6,8.1,7.3,0.469,19.1,23.0,0.256
Western Kentucky,2010-2011,32,16,16,0.500,-3.80,-3.15,,8,8,,7,6,,6,7,,2242,2263,,68.9,101.0,0.374,0.309,0.513,50.2,48.5,8.3,9.5,0.484,17.9,36.1,0.240
Western Michigan,2010-2011,34,21,13,0.618,-0.70,-2.52,,11,5,,12,6,,7,6,,2440,2321,,67.7,104.9,0.359,0.283,0.528,52.8,50.5,8.6,8.6,0.493,16.8,37.0,0.251
Wichita State,2010-2011,37,29,8,0.784,12.57,1.79,,14,4,,14,4,,9,2,,2690,2281,,64.4,111.4,0.344,0.360,0.568,56.3,60.0,8.8,10.4,0.532,16.3,35.6,0.256
William & Mary,2010-2011,32,10,22,0.313,-4.38,0.49,,4,14,,7,8,,2,13,,2051,2174,,63.5,100.6,0.361,0.435,0.553,48.9,60.8,6.6,8.3,0.521,18.6,24.7,0.252
Winthrop,2010-2011,30,13,17,0.433,-5.38,-3.20,,9,9,,9,4,,4,10,,1973,2006,,67.1,96.1,0.367,0.237,0.485,50.3,49.0,10.9,9.1,0.452,16.2,32.5,0.236
Wisconsin NCAA,2010-2011,34,25,9,0.735,18.77,9.42,,13,5,,16,0,,5,6,,2310,1992,,57.3,117.7,0.295,0.412,0.560,51.9,55.4,6.2,9.0,0.518,11.1,32.6,0.241
Wofford NCAA,2010-2011,34,21,13,0.618,4.35,-1.21,,14,4,,8,4,,8,6,,2502,2313,,64.6,111.4,0.420,0.266,0.563,50.8,55.2,10.1,6.9,0.530,15.4,34.1,0.291
Wright State,2010-2011,33,19,14,0.576,3.22,1.45,,10,8,,14,3,,5,8,,2123,2035,,62.2,103.4,0.394,0.368,0.543,46.6,47.5,10.0,3.6,0.497,15.4,25.4,0.295
Wyoming,2010-2011,31,10,21,0.323,-3.16,3.53,,3,13,,10,7,,0,11,,2044,2161,,68.1,96.8,0.399,0.329,0.514,47.6,45.0,11.0,10.8,0.477,18.0,28.8,0.269
Xavier NCAA,2010-2011,32,24,8,0.750,11.88,4.41,,15,1,,14,1,,7,4,,2306,2067,,65.3,108.7,0.445,0.309,0.560,53.3,54.1,8.2,8.7,0.512,15.8,32.4,0.332
Yale,2010-2011,28,15,13,0.536,-2.91,-2.72,,8,6,,9,4,,6,8,,1908,1885,,66.6,100.5,0.397,0.328,0.541,50.2,54.3,7.0,11.2,0.497,17.7,27.3,0.292
Youngstown State,2010-2011,30,9,21,0.300,-6.40,0.93,,2,16,,9,7,,0,14,,2072,2226,,69.6,98.0,0.292,0.388,0.499,46.4,60.1,8.8,11.9,0.479,14.7,27.5,0.178
